date,temperature,pH,oxygen,permanganate,NH,TP,TN,conductivity,turbidity,chla,density
2021-1-22 4:00,9.3,7.57,11.3,2.96,0.025,0.022,0.37,374.1,34.6,0.002,2568470.0
2021-1-22 8:00,9.3,7.54,11.16,3.21,0.025,0.021,0.41,374.0,37.3,0.003,2837470.0
2021-1-22 12:00,9.0,7.55,11.23,3.24,0.025,0.022,0.37,373.0,35.3,0.002,2340430.0
2021-1-22 16:00,9.1,7.57,11.28,3.21,0.025,0.021,0.38,373.4,34.9,0.002,2000230.0
2021-1-22 20:00,9.1,7.57,11.16,3.14,0.025,0.021,0.36,373.0,32.7,0.003,2497050.0
2021-1-23 0:00,9.1,7.56,11.1,3.14,0.025,0.022,0.37,373.4,33.0,0.003,2570630.0
2021-1-23 4:00,8.9,7.53,11.01,3.12,0.025,0.021,0.37,373.7,32.4,0.002,2373870.0
2021-1-23 8:00,8.7,7.51,10.91,3.13,0.026,0.02,0.44,373.4,33.4,0.002,2286610.0
2021-1-23 12:00,8.7,7.53,10.95,3.16,0.025,0.021,0.37,373.2,33.0,0.002,2095810.0
2021-1-23 16:00,8.8,7.55,11.01,2.86,0.025,0.021,0.36,373.4,30.8,0.002,2218070.0
2021-1-23 20:00,8.8,7.55,10.97,3.12,0.025,0.019,0.38,374.1,30.2,0.002,2404190.0
2021-1-24 0:00,8.7,7.53,10.9,3.12,0.025,0.021,0.37,374.7,31.3,0.003,2584870.0
2021-1-24 4:00,8.6,7.52,10.85,3.01,0.025,0.021,0.38,374.7,30.3,0.002,2347630.0
2021-1-24 8:00,8.4,7.53,10.82,3.1,0.025,0.018,0.42,374.4,31.8,0.002,2188960.0
2021-1-24 12:00,9.2,7.57,10.86,3.02,0.025,0.02,0.36,375.3,27.5,0.002,2362460.0
2021-1-24 16:00,9.2,7.59,10.96,3.04,0.025,0.018,0.36,376.3,24.4,0.003,2141180.0
2021-1-24 20:00,9.0,7.56,10.9,2.93,0.025,0.019,0.35,375.9,26.0,0.002,1977050.0
2021-1-25 0:00,9.0,7.52,10.72,2.93,0.025,0.019,0.35,376.3,25.2,0.002,1670680.0
2021-1-25 4:00,9.0,7.53,10.67,2.94,0.025,0.019,0.33,376.6,22.9,0.002,1821560.0
2021-1-25 8:00,8.9,7.51,10.59,2.93,0.025,0.017,0.41,376.6,24.0,0.002,1668270.0
2021-1-25 12:00,9.0,7.58,10.93,2.97,0.025,0.018,0.33,375.8,22.5,0.002,1726680.0
2021-1-25 16:00,9.6,7.59,10.87,3.05,0.025,0.018,0.35,375.0,24.8,0.002,1973690.0
2021-1-25 20:00,9.8,7.58,10.78,3.05,0.025,0.017,0.34,375.5,22.1,0.002,1436030.0
2021-1-26 8:00,9.1,7.56,10.79,4.47,0.025,0.028,0.46,375.3,79.0,0.002,3237060.0
2021-1-26 12:00,9.0,7.58,10.88,5.08,0.025,0.033,0.41,377.3,95.0,0.002,3306820.0
2021-1-26 16:00,8.9,7.57,10.86,5.08,0.025,0.026,0.35,378.9,82.8,0.002,3029420.0
2021-1-27 12:00,9.2,7.6,10.92,3.52,0.025,0.02,0.32,382.8,34.6,0.002,2310690.0
2021-1-27 16:00,9.8,7.42,11.07,3.05,0.025,0.021,0.4,382.7,32.8,0.003,2466210.0
2021-1-27 20:00,9.6,7.44,10.93,3.13,0.025,0.018,0.35,383.1,32.4,0.003,2406990.0
2021-1-28 0:00,9.3,7.44,10.85,3.13,0.025,0.019,0.35,383.3,29.8,0.003,2166230.0
2021-1-28 4:00,9.1,7.43,10.73,3.22,0.025,0.019,0.34,383.7,27.8,0.002,1927850.0
2021-1-28 8:00,8.9,7.46,10.82,3.81,0.025,0.024,0.47,384.2,49.3,0.003,2760360.0
2021-1-28 12:00,9.2,7.5,10.94,5.43,0.025,0.034,0.44,384.3,103.4,0.003,4244170.0
2021-1-28 16:00,9.6,7.52,10.93,4.98,0.025,0.03,0.48,385.1,77.8,0.003,3716240.0
2021-1-28 20:00,9.3,7.5,10.85,4.08,0.025,0.03,0.46,386.0,61.8,0.003,3095240.0
2021-1-29 0:00,8.8,7.5,10.84,4.08,0.025,0.028,0.46,386.7,54.0,0.003,2940490.0
2021-1-29 4:00,8.3,7.48,10.76,3.49,0.025,0.026,0.46,388.0,38.1,0.003,2787880.0
2021-1-29 8:00,7.9,7.49,10.81,3.26,0.025,0.019,0.47,388.5,29.8,0.002,1901140.0
2021-1-29 12:00,8.4,7.54,11.02,3.35,0.025,0.021,0.42,388.2,31.0,0.002,2117290.0
2021-1-29 16:00,9.1,7.58,11.1,3.61,0.025,0.021,0.4,387.5,33.0,0.002,2388530.0
2021-1-29 20:00,8.7,7.57,11.05,3.42,0.025,0.02,0.44,387.8,33.4,0.002,2325260.0
2021-1-30 0:00,8.3,7.58,11.02,3.42,0.025,0.022,0.44,389.0,29.0,0.002,2292970.0
2021-1-30 4:00,8.1,7.55,10.91,3.25,0.025,0.022,0.47,388.4,34.4,0.002,2575350.0
2021-1-30 8:00,7.9,7.53,10.84,3.35,0.025,0.02,0.47,388.7,33.6,0.002,2590810.0
2021-1-30 12:00,8.6,7.58,11.12,3.36,0.025,0.022,0.37,387.6,31.0,0.002,2125490.0
2021-1-30 16:00,9.7,7.63,11.22,3.26,0.025,0.021,0.37,385.8,31.9,0.002,2038900.0
2021-1-30 20:00,9.1,7.58,11.02,3.3,0.025,0.019,0.38,386.8,31.9,0.002,2143980.0
2021-1-31 0:00,9.0,7.56,10.88,3.3,0.025,0.019,0.39,387.1,30.3,0.002,2327860.0
2021-1-31 4:00,9.0,7.54,10.78,3.29,0.025,0.02,0.4,387.3,29.8,0.002,2288910.0
2021-1-31 8:00,9.2,7.53,10.64,3.31,0.025,0.02,0.46,387.6,29.5,0.003,2558610.0
2021-1-31 12:00,9.6,7.56,10.66,3.35,0.025,0.021,0.39,387.5,27.2,0.003,2353320.0
2021-1-31 16:00,10.0,7.6,10.86,3.23,0.025,0.019,0.38,385.1,27.8,0.002,1992590.0
2021-1-31 20:00,10.0,7.59,10.83,3.27,0.025,0.019,0.4,386.3,26.4,0.002,1833540.0
2021-2-1 0:00,9.5,7.56,10.79,3.27,0.025,0.018,0.4,386.3,27.1,0.002,2095150.0
2021-2-1 4:00,9.8,7.52,10.6,3.21,0.025,0.019,0.39,387.1,24.3,0.003,2483140.0
2021-2-1 8:00,9.6,7.5,10.46,3.19,0.025,0.019,0.46,386.7,25.0,0.002,2086110.0
2021-2-1 12:00,9.7,7.53,10.51,3.14,0.025,0.02,0.4,386.1,24.6,0.005,2749780.0
2021-2-1 16:00,9.3,7.56,10.75,3.22,0.025,0.018,0.41,384.6,24.1,0.002,2012870.0
2021-2-1 20:00,9.3,7.55,10.64,3.11,0.025,0.018,0.4,385.1,23.5,0.003,2205000.0
2021-2-2 0:00,9.2,7.53,10.58,3.11,0.025,0.019,0.41,385.0,23.1,0.002,2084690.0
2021-2-2 4:00,9.0,7.54,10.59,3.2,0.025,0.021,0.45,385.8,23.6,0.002,2186700.0
2021-2-2 8:00,8.7,7.54,10.62,3.27,0.025,0.019,0.47,386.6,23.1,0.002,2208510.0
2021-2-2 12:00,9.7,7.57,10.72,3.27,0.025,0.02,0.42,385.1,22.7,0.002,2287220.0
2021-2-2 16:00,10.0,7.6,11.02,3.38,0.025,0.02,0.44,384.0,22.2,0.002,2051100.0
2021-2-2 20:00,10.1,7.59,10.77,3.27,0.025,0.019,0.44,386.2,19.4,0.003,2705460.0
2021-2-3 0:00,9.4,7.58,10.81,3.27,0.025,0.018,0.44,386.6,19.0,0.002,1785830.0
2021-2-3 4:00,9.0,7.58,10.8,3.24,0.025,0.02,0.45,385.4,20.9,0.002,1998170.0
2021-2-3 8:00,8.7,7.579,10.838,3.275,0.025,0.0201,0.485,386.618,20.734,0.00192,1980960.0
2021-2-3 12:00,9.32,7.62,11.034,3.481,0.025,0.0231,0.417,385.141,26.212,0.00176,2325060.0
2021-2-3 16:00,10.31,7.634,11.047,3.473,0.025,0.0205,0.403,382.463,26.624,0.00218,2142970.0
2021-2-3 20:00,10.49,7.614,10.829,3.495,0.025,0.0196,0.416,383.248,22.585,0.0037,2338580.0
2021-2-4 0:00,10.31,7.601,10.715,3.495,0.025,0.0186,0.407,384.031,22.02,0.00199,2089650.0
2021-2-4 4:00,9.73,7.603,10.832,3.46,0.025,0.0231,0.442,384.551,31.63,0.00206,2195650.0
2021-2-4 8:00,9.36,7.609,10.822,3.439,0.025,0.0208,0.481,385.702,28.541,0.00207,2018120.0
2021-2-4 12:00,10.27,7.658,11.01,3.374,0.025,0.0209,0.409,384.946,23.681,0.00163,2222260.0
2021-2-4 16:00,11.39,7.7,11.181,3.102,0.025,0.0215,0.435,383.726,23.088,0.00218,2142920.0
2021-2-4 20:00,10.6,7.689,11.009,3.35,0.025,0.0217,0.442,385.18,20.682,0.0022,2010080.0
2021-2-5 0:00,10.25,7.663,10.85,3.35,0.025,0.0214,0.436,386.264,20.669,0.00202,2027660.0
2021-2-5 4:00,10.14,7.638,10.72,3.289,0.025,0.0201,0.473,385.148,21.082,0.00221,1981620.0
2021-2-5 8:00,10.01,7.624,10.633,3.398,0.025,0.0194,0.509,385.141,21.062,0.00224,1894360.0
2021-2-5 12:00,10.38,7.628,10.557,3.055,0.025,0.0205,0.443,385.851,18.529,0.00246,1897990.0
2021-2-5 16:00,10.6,7.667,10.656,3.389,0.025,0.0198,0.468,384.953,17.947,0.00275,2265010.0
2021-2-5 20:00,10.12,7.63,10.615,3.121,0.025,0.0195,0.438,385.304,17.914,0.00238,1860400.0
2021-2-6 0:00,9.99,7.626,10.568,3.121,0.025,0.0187,0.457,385.475,18.195,0.00218,1697300.0
2021-2-6 4:00,9.86,7.629,10.597,3.83,0.025,0.0243,0.512,385.457,35.281,0.00241,2360820.0
2021-2-6 8:00,9.92,7.612,10.495,3.526,0.025,0.0222,0.546,386.583,26.611,0.0026,2319200.0
2021-2-6 12:00,11.3,7.658,10.632,3.441,0.025,0.0241,0.473,385.829,22.088,0.00198,2034620.0
2021-2-6 16:00,12.45,7.709,10.705,3.37,0.025,0.0217,0.477,383.734,20.18,0.0027,1818980.0
2021-2-6 20:00,12.76,7.701,10.619,3.349,0.025,0.0206,0.487,385.629,16.381,0.00299,1912810.0
2021-2-7 0:00,12.29,7.695,10.59,3.349,0.025,0.0203,0.464,389.644,15.541,0.0025,1641190.0
2021-2-7 4:00,11.86,7.672,10.419,3.224,0.025,0.0201,0.475,390.125,16.134,0.00249,1902570.0
2021-2-7 8:00,11.5,7.664,10.446,3.217,0.025,0.0181,0.52,388.629,15.501,0.00326,2286270.0
2021-2-7 12:00,12.83,7.717,10.647,3.33,0.025,0.0197,0.428,383.41,15.366,0.00116,1105820.0
2021-2-7 16:00,13.4,7.779,10.986,3.422,0.025,0.0206,0.501,387.636,16.109,0.00247,1795550.0
2021-2-7 20:00,13.89,7.79,10.793,3.372,0.025,0.0188,0.452,391.539,15.557,0.00357,2503910.0
2021-2-8 0:00,12.22,7.706,10.489,3.372,0.025,0.0221,0.434,397.506,34.29,0.00231,2163600.0
2021-2-8 4:00,11.84,7.725,10.415,4.021,0.025,0.0255,0.461,398.296,39.792,0.0026,2264590.0
2021-2-8 8:00,11.5,7.744,10.421,3.39,0.025,0.0207,0.514,404.219,28.572,0.00249,2111410.0
2021-2-8 12:00,11.55,7.762,10.552,3.716,0.025,0.023,0.437,404.396,28.071,0.00274,2488260.0
2021-2-8 16:00,11.75,7.805,10.669,3.598,0.025,0.0216,0.448,405.23,22.777,0.00281,2004970.0
2021-2-8 20:00,11.28,7.796,10.595,3.537,0.025,0.0216,0.453,408.746,20.662,0.00271,2133850.0
2021-2-9 0:00,10.73,7.746,10.492,3.537,0.025,0.0205,0.461,408.667,20.333,0.00285,2138140.0
2021-2-9 4:00,10.27,7.736,10.477,3.484,0.025,0.0196,0.479,408.186,55.124,0.00292,2106660.0
2021-2-9 8:00,9.9,7.715,10.431,3.256,0.025,0.0193,0.525,409.866,18.782,0.00245,2006310.0
2021-2-9 12:00,10.47,7.787,10.777,3.398,0.025,0.022,0.441,408.113,19.312,0.00206,2080810.0
2021-2-9 16:00,11.24,7.803,10.995,3.566,0.025,0.021,0.452,406.998,17.837,0.00251,2088990.0
2021-2-9 20:00,10.93,7.793,10.852,3.447,0.025,0.0199,0.467,407.278,16.753,0.00262,2069640.0
2021-2-10 0:00,10.58,7.764,10.717,3.447,0.025,0.0205,0.497,408.072,17.679,0.00277,2088640.0
2021-2-10 4:00,10.27,7.724,10.616,3.502,0.025,0.0198,0.498,405.167,20.334,0.00306,2026510.0
2021-2-10 8:00,10.16,7.714,10.554,3.337,0.025,0.021,0.522,404.244,21.05,0.00308,2213720.0
2021-2-10 12:00,10.38,7.743,10.79,3.496,0.025,0.0227,0.452,403.296,19.108,0.00255,2034600.0
2021-2-10 16:00,10.64,7.764,10.869,3.337,0.025,0.0205,0.477,400.029,19.295,0.00286,2050370.0
