time,area,weather,max_temperature,min_temperature,aqi,aqiLevel,wind_direction,wind_power,aqiInfo
20210414,新吴,阴-多云,14,9,44,1,东风,3级,优
20210415,新吴,阴-晴,19,11,46,1,东南风,3级,优
20210416,新吴,阴-晴,24,12,76,2,西南风,2级,良
20210417,新吴,阴,20,8,136,3,西北风,3级,轻度
20210418,新吴,阴-晴,20,10,63,2,东南风,2级,良
20210419,新吴,晴-多云,23,11,67,2,东南风,3级,良
20210420,新吴,阴-多云,23,15,56,2,东南风,微风,良
20210421,新吴,阴-小雨,24,17,49,1,东南风,4级,优
20210422,新吴,中雨-阴,22,16,43,1,东南风,3级,优
20210423,新吴,阴-小雨,22,17,67,2,西北风,2级,良
20210424,新吴,小雨,20,16,63,2,东北风,3级,良
20210425,新吴,阴,24,14,60,2,东北风,2级,良
20210426,新吴,多云-小雨,25,16,46,1,东南风,3级,优
20210427,新吴,中雨-晴,18,14,43,1,东南风,微风,优
20210428,新吴,雾-多云,24,13,92,2,西北风,2级,良
20210429,新吴,阴-晴,23,17,89,2,西南风,3级,良
20210430,新吴,晴-雷阵雨,31,16,69,2,西南风,3级,良
20210501,新吴,晴,25,14,56,2,西北风,3级,良
20210502,新吴,晴-多云,22,14,49,1,东北风,3级,优
20210503,新吴,阴-中雨,27,20,56,2,东南风,4级,良
20210504,新吴,小雨-多云,22,14,34,1,西南风,微风,优
20210505,新吴,晴-多云,25,16,81,2,西南风,2级,良
20210506,新吴,阴-小雨,26,18,64,2,东南风,3级,良
20210507,新吴,多云,28,18,87,2,西风,3级,良
20210508,新吴,阴-晴,30,19,258,5,西南风,2级,重度
20210509,新吴,晴,33,20,86,2,南风,2级,良
20210510,新吴,多云-雷阵雨,35,22,69,2,南风,微风,良
20210511,新吴,阴-小雨,21,19,56,2,北风,2级,良
20210512,新吴,中雨-阵雨,21,19,51,2,东北风,2级,良
20210513,新吴,阴-雷阵雨,22,20,47,1,东南风,3级,优
20210514,新吴,小雨-雷阵雨,30,25,52,2,东南风,2级,良
20210515,新吴,小雨-中雨,33,22,38,1,西南风,3级,优
20210516,新吴,小雨,27,16,23,1,西风,3级,优
20210517,新吴,阴,24,15,38,1,西北风,3级,优
20210518,新吴,阴-多云,24,17,54,2,东南风,2级,良
20210519,新吴,小雨,21,17,37,1,东南风,3级,优
20210520,新吴,阴,18,15,36,1,西北风,3级,优
20210521,新吴,多云,27,18,74,2,东南风,微风,良
20210522,新吴,多云-小雨,27,18,55,2,东南风,3级,良
20210523,新吴,大雨-小雨,19,18,29,1,东风,3级,优
20210524,新吴,阴-多云,28,20,67,2,西风,2级,良
20210525,新吴,多云-小雨,31,19,96,2,西南风,3级,良
20210526,新吴,大雨-多云,20,19,51,2,东北风,微风,良
20210527,新吴,阴-多云,29,22,43,1,西南风,3级,优
20210528,新吴,阴-多云,29,20,58,2,西南风,3级,良
20210529,新吴,阴-晴,29,20,61,2,南风,3级,良
20210530,新吴,多云,32,20,72,2,南风,2级,良
20210531,新吴,多云-晴,31,21,60,2,东南风,3级,良
